VendorNumber,VendorName,Brand,Purchaseprice,Volume,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreighhtCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
7245,PROXIMO SPIRITS INC.,4130,6.81,375.0,10.99,1140.0,7763.400000000002,166.0,1790.340000000001,1341.750000000001,65.06000000000002,38994.78000000001,-5973.060000000001,-76.93871241981606,0.1456140350877193,0.23061287580183948
12546,JIM BEAM BRANDS COMPANY,4416,7.68,750.0,9.99,1010.0,7756.799999999992,104.0,1038.9600000000007,899.1000000000006,82.05000000000005,123880.96999999999,-6717.839999999991,-86.60581683168314,0.10297029702970296,0.13394183168316856
12546,JIM BEAM BRANDS COMPANY,3915,9.48,750.0,14.99,818.0,7754.640000000008,78.0,1155.2200000000005,947.3600000000005,61.539999999999964,123880.96999999999,-6599.420000000007,-85.1028545490184,0.09535452322738386,0.14897145450981597
2000,SOUTHERN WINE & SPIRITS NE,11488,7.53,1500.0,10.99,1028.0,7740.840000000009,190.0,2088.1000000000004,1241.8700000000008,42.44999999999998,19016.59,-5652.740000000009,-73.02489135546016,0.18482490272373542,0.2697510864453984
17035,PERNOD RICARD USA,290,39.05,750.0,49.99,198.0,7731.900000000004,0.0,0.0,0.0,0.0,123780.21999999997,-7731.900000000004,-100.0,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,12147,5.26,750.0,7.95,1468.0,7721.679999999991,214.0,2127.8600000000006,1191.8000000000009,23.789999999999964,7259.75,-5593.819999999991,-72.44304348276536,0.14577656675749318,0.2755695651723463
17035,PERNOD RICARD USA,4989,16.66,750.0,24.99,463.0,7713.580000000002,17.0,390.8300000000001,367.8400000000001,13.419999999999995,123780.21999999997,-7322.750000000002,-94.9332216687971,0.0367170626349892,0.05066778331202892
8112,MOET HENNESSY USA INC,2606,79.36,750.0,115.99,97.0,7697.919999999999,3.0,347.96999999999997,347.96999999999997,2.37,48347.26,-7349.949999999999,-95.47968801962088,0.030927835051546393,0.04520311980379115
5455,MARSALLE COMPANY,3376,31.99,750.0,39.99,240.0,7677.599999999993,17.0,679.83,679.83,13.429999999999996,937.21,-6997.769999999993,-91.14527977492966,0.07083333333333333,0.08854720225070344
1392,CONSTELLATION BRANDS INC,3220,14.72,1750.0,18.99,521.0,7669.119999999994,96.0,1823.0400000000006,1576.1700000000005,176.54000000000016,79528.99,-5846.079999999994,-76.22882416757069,0.18426103646833014,0.237711758324293
480,BACARDI USA INC,3847,2.81,50.0,3.79,2724.0,7654.440000000002,312.0,1244.8800000000017,534.6600000000009,16.120000000000022,89286.26999999999,-6409.56,-83.73649803251443,0.1145374449339207,0.16263501967485555
3960,DIAGEO NORTH AMERICA INC,2435,29.76,750.0,40.99,257.0,7648.319999999997,35.0,1434.65,1352.67,27.629999999999985,257032.07000000007,-6213.669999999996,-81.24228588761974,0.13618677042801555,0.18757714112380244
3924,HEAVEN HILL DISTILLERIES,4382,10.44,1750.0,13.99,731.0,7631.6400000000085,44.0,820.5600000000002,649.6500000000002,80.91000000000007,14069.869999999995,-6811.080000000008,-89.24792049939462,0.060191518467852256,0.10752079500605365
9815,WINE GROUP INC,18010,3.92,750.0,5.99,1946.0,7628.319999999993,436.0,2611.6399999999994,814.640000000001,48.749999999999964,27100.409999999996,-5016.679999999994,-65.76389034544957,0.22404933196300103,0.34236109654550434
4425,MARTIGNETTI COMPANIES,46201,11.25,750.0,17.99,676.0,7605.0,60.0,1019.4000000000003,526.6900000000002,6.680000000000001,144929.24,-6585.599999999999,-86.59566074950689,0.08875739644970414,0.134043392504931
4425,MARTIGNETTI COMPANIES,41990,35.48,750.0,54.99,214.0,7592.720000000002,11.0,604.89,329.94,1.2200000000000002,144929.24,-6987.830000000002,-92.03328978284462,0.0514018691588785,0.07966710217155377
12546,JIM BEAM BRANDS COMPANY,2926,21.87,1750.0,27.99,347.0,7588.890000000004,40.0,1119.6000000000001,811.7100000000002,73.52000000000004,123880.96999999999,-6469.290000000004,-85.24685428303744,0.11527377521613832,0.14753145716962554
7239,REMY COINTREAU USA INC,4528,106.86,750.0,139.99,71.0,7587.059999999999,6.0,939.94,939.94,4.74,16978.669999999995,-6647.119999999999,-87.61127498662195,0.08450704225352113,0.12388725013378044
4425,MARTIGNETTI COMPANIES,21609,9.58,750.0,14.99,791.0,7577.780000000003,82.0,1289.1800000000005,743.5300000000003,9.110000000000001,144929.24,-6288.600000000003,-82.98736569285464,0.10366624525916561,0.17012634307145363
1485,CASTLE BRANDS CORP.,4294,11.71,750.0,15.99,647.0,7576.370000000011,79.0,1194.2100000000005,1025.3200000000004,62.30999999999996,8497.589999999998,-6382.160000000011,-84.23770222415222,0.12210200927357033,0.15762297775847783
8112,MOET HENNESSY USA INC,8203,1.51,50.0,1.99,5015.0,7572.649999999997,838.0,2505.62,894.0100000000023,43.510000000000076,48347.26,-5067.029999999997,-66.91224340224359,0.167098703888335,0.3308775659775641
17035,PERNOD RICARD USA,3760,12.49,750.0,16.99,606.0,7568.940000000005,65.0,1169.3500000000004,935.4800000000004,51.279999999999966,123780.21999999997,-6399.590000000005,-84.55067684510645,0.10726072607260725,0.15449323154893546
8352,LUXCO INC,5148,14.17,1750.0,24.99,534.0,7566.780000000017,35.0,846.6500000000002,771.6800000000002,64.37000000000005,10261.599999999997,-6720.1300000000165,-88.81096054067913,0.06554307116104868,0.11189039459320851
3960,DIAGEO NORTH AMERICA INC,3100,34.28,1750.0,47.99,220.0,7541.600000000002,4.0,227.96,227.96,7.36,257032.07000000007,-7313.640000000002,-96.97729924684417,0.01818181818181818,0.030227007531558284
516,BANFI PRODUCTS CORP,6234,4.54,1500.0,7.99,1659.0,7531.859999999965,375.0,3041.2499999999964,1344.3400000000013,84.11000000000004,8510.410000000002,-4490.609999999969,-59.621527750117366,0.22603978300180833,0.40378472249882635
12546,JIM BEAM BRANDS COMPANY,1347,31.24,750.0,39.99,241.0,7528.8399999999965,15.0,599.85,599.85,11.849999999999998,123880.96999999999,-6928.989999999996,-92.03263716588478,0.06224066390041494,0.0796736283411522
388,ATLANTIC IMPORTING COMPANY,2034,21.32,750.0,32.99,353.0,7525.960000000003,28.0,811.7200000000001,782.7300000000001,22.10999999999999,211.7400000000001,-6714.2400000000025,-89.21439922614523,0.07932011331444759,0.10785600773854762
1128,BROWN-FORMAN CORP,16828,8.66,750.0,12.99,869.0,7525.539999999992,87.0,1130.1300000000003,597.5400000000003,9.660000000000004,68601.68000000001,-6395.409999999992,-84.98273878020711,0.1001150747986191,0.15017261219792885
9815,WINE GROUP INC,37731,6.7,3000.0,12.99,1122.0,7517.399999999987,175.0,2219.249999999999,1515.8100000000009,78.75000000000016,27100.409999999996,-5298.149999999988,-70.47848990342402,0.15597147950089127,0.2952151009657598
4425,MARTIGNETTI COMPANIES,43362,68.93,750.0,109.99,109.0,7513.37,31.0,3389.609999999999,1969.78,3.44,144929.24,-4123.76,-54.88562389447079,0.28440366972477066,0.451143761055292
3960,DIAGEO NORTH AMERICA INC,8893,12.68,750.0,16.99,591.0,7493.879999999994,132.0,2242.6799999999994,1783.9500000000007,104.1100000000002,257032.07000000007,-5251.199999999994,-70.07317971464714,0.2233502538071066,0.2992682028535286
12546,JIM BEAM BRANDS COMPANY,1366,0.93,50.0,1.29,8055.0,7491.1500000000015,999.0,1288.71,294.1200000000001,52.37,123880.96999999999,-6202.440000000001,-82.79690034240404,0.12402234636871508,0.1720309965759596
12546,JIM BEAM BRANDS COMPANY,2121,7.8,750.0,9.99,959.0,7480.200000000008,122.0,1340.7800000000007,967.1200000000006,96.21000000000012,123880.96999999999,-6139.420000000007,-82.07561295152537,0.12721584984358708,0.1792438704847463
3960,DIAGEO NORTH AMERICA INC,3580,8.08,750.0,10.99,925.0,7474.000000000003,139.0,1533.610000000001,1181.9300000000007,109.56000000000024,257032.07000000007,-5940.390000000001,-79.48073320845597,0.15027027027027026,0.20519266791544025
3252,E & J GALLO WINERY,34427,13.81,750.0,21.99,541.0,7471.210000000003,59.0,1297.4100000000003,747.6600000000002,6.560000000000002,61966.909999999996,-6173.800000000003,-82.63453978672798,0.10905730129390019,0.1736546021327201
2000,SOUTHERN WINE & SPIRITS NE,26948,11.53,750.0,18.99,647.0,7459.909999999996,155.0,3396.449999999997,1155.4700000000003,17.299999999999994,19016.59,-4063.459999999999,-54.470630342725336,0.23956723338485317,0.4552936965727467
3960,DIAGEO NORTH AMERICA INC,3747,5.18,750.0,6.99,1440.0,7459.199999999989,171.0,1195.2900000000009,719.9700000000007,134.66000000000003,257032.07000000007,-6263.909999999988,-83.97562741312737,0.11875,0.16024372586872623
3252,E & J GALLO WINERY,44037,3.42,750.0,6.29,2180.0,7455.599999999994,282.0,1723.079999999999,725.1099999999997,31.46999999999996,61966.909999999996,-5732.519999999995,-76.88878158699501,0.12935779816513762,0.23111218413004994
4425,MARTIGNETTI COMPANIES,46424,6.62,750.0,9.99,1124.0,7440.879999999994,167.0,1668.330000000001,779.2200000000005,18.64999999999999,144929.24,-5772.549999999993,-77.57886164002105,0.148576512455516,0.2242113835997896
12546,JIM BEAM BRANDS COMPANY,4410,7.93,750.0,9.99,937.0,7430.409999999991,162.0,1618.3800000000012,1048.9500000000007,127.56000000000017,123880.96999999999,-5812.02999999999,-78.21950605686627,0.1728922091782284,0.21780493943133733
480,BACARDI USA INC,4903,2.87,200.0,3.99,2584.0,7416.080000000001,907.0,3618.9299999999876,801.9900000000015,190.4699999999999,89286.26999999999,-3797.1500000000133,-51.20157819225268,0.3510061919504644,0.48798421807747316
8664,"STOLI GROUP,(USA) LLC",3683,13.17,750.0,16.99,563.0,7414.709999999998,80.0,1432.2000000000005,946.4700000000004,63.07999999999996,18544.489999999998,-5982.5099999999975,-80.684342341103,0.14209591474245115,0.19315657658896987
7245,PROXIMO SPIRITS INC.,3805,11.19,750.0,14.99,662.0,7407.779999999998,111.0,1663.8900000000008,1079.2800000000004,87.45000000000007,38994.78000000001,-5743.889999999998,-77.53861480767516,0.16767371601208458,0.22461385192324843
2000,SOUTHERN WINE & SPIRITS NE,6649,7.87,750.0,11.99,941.0,7405.66999999999,103.0,1574.9700000000007,843.4500000000004,11.439999999999998,19016.59,-5830.69999999999,-78.73291680563673,0.10945802337938364,0.21267083194363276
12546,JIM BEAM BRANDS COMPANY,1395,5.88,750.0,8.99,1258.0,7397.0400000000145,231.0,1845.6900000000016,1374.2800000000013,182.0699999999998,123880.96999999999,-5551.350000000013,-75.04826254826258,0.1836248012718601,0.24951737451737424
1392,CONSTELLATION BRANDS INC,25021,7.28,750.0,13.99,1016.0,7396.479999999998,0.0,0.0,0.0,0.0,79528.99,-7396.479999999998,-100.0,0.0,0.0
480,BACARDI USA INC,2668,10.68,375.0,13.99,692.0,7390.559999999999,100.0,1399.0000000000007,1063.2400000000005,39.180000000000014,89286.26999999999,-5991.559999999998,-81.07044662380116,0.14450867052023122,0.1892955337619884
9552,M S WALKER INC,3643,7.71,1750.0,12.49,958.0,7386.180000000017,55.0,580.9500000000002,402.6200000000002,101.10000000000008,55551.819999999985,-6805.230000000017,-92.1346352241619,0.05741127348643006,0.07865364775838103
3924,HEAVEN HILL DISTILLERIES,5146,14.17,750.0,19.99,521.0,7382.570000000016,65.0,1293.3500000000004,913.5400000000003,51.24999999999997,14069.869999999995,-6089.220000000016,-82.48103302779388,0.12476007677543186,0.17518966972206124
17035,PERNOD RICARD USA,32749,5.26,750.0,10.49,1401.0,7369.259999999991,165.0,1936.3500000000008,705.4000000000003,18.48999999999999,123780.21999999997,-5432.909999999991,-73.72395600100955,0.11777301927194861,0.26276043998990445
9744,FREDERICK WILDMAN & SONS,11699,7.84,750.0,11.99,938.0,7353.919999999998,0.0,0.0,0.0,0.0,3999.9299999999994,-7353.919999999998,-100.0,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1355,2.59,50.0,3.49,2830.0,7329.699999999993,325.0,1134.2500000000018,593.3000000000011,16.680000000000028,123880.96999999999,-6195.449999999992,-84.52528752882105,0.11484098939929328,0.15474712471178942
3960,DIAGEO NORTH AMERICA INC,3704,18.37,750.0,24.99,399.0,7329.6299999999965,73.0,2064.2700000000004,1670.4100000000003,57.58999999999996,257032.07000000007,-5265.359999999996,-71.83664114013939,0.18295739348370926,0.28163358859860615
3960,DIAGEO NORTH AMERICA INC,3583,13.23,1750.0,22.99,554.0,7329.420000000001,111.0,2486.889999999997,1807.1900000000005,204.00000000000014,257032.07000000007,-4842.530000000004,-66.06975722499193,0.2003610108303249,0.33930242775008074
480,BACARDI USA INC,4050,8.72,750.0,11.99,840.0,7324.800000000007,81.0,1094.1900000000005,943.3000000000005,63.88999999999996,89286.26999999999,-6230.610000000006,-85.06184469200525,0.09642857142857143,0.14938155307994752
3252,E & J GALLO WINERY,31494,6.02,1500.0,8.79,1216.0,7320.319999999991,228.0,2505.719999999999,1505.630000000001,50.879999999999946,61966.909999999996,-4814.599999999991,-65.77034883720927,0.1875,0.34229651162790725
4380,CHARLES JACQUIN ET CIE INC,5285,6.24,750.0,8.29,1173.0,7319.520000000009,115.0,950.3499999999992,810.0199999999992,90.69000000000011,1675.3900000000008,-6369.170000000009,-87.01622510765735,0.09803921568627451,0.12983774892342642
1587,VINEYARD BRANDS INC,13497,6.8,750.0,10.99,1076.0,7316.800000000006,200.0,2356.0,841.2800000000004,22.36999999999998,6070.089999999999,-4960.800000000006,-67.80013120489834,0.18587360594795538,0.3219986879510166
8112,MOET HENNESSY USA INC,2694,37.31,750.0,52.99,196.0,7312.759999999998,19.0,994.8100000000001,994.8100000000001,15.009999999999994,48347.26,-6317.949999999998,-86.39624437284964,0.09693877551020408,0.13603755627150355
8892,TRINCHERO FAMILY ESTATES,45503,6.8,750.0,11.99,1075.0,7310.000000000008,135.0,1348.6500000000005,459.54000000000025,15.11,11595.970000000003,-5961.350000000008,-81.55061559507524,0.12558139534883722,0.18449384404924749
6359,OLE SMOKY DISTILLERY LLC,1725,14.17,750.0,19.99,515.0,7297.55000000001,69.0,1310.3100000000004,1158.3900000000003,54.45999999999996,1922.0,-5987.24000000001,-82.0445217915602,0.13398058252427184,0.17955478208439798
4380,CHARLES JACQUIN ET CIE INC,5137,6.61,750.0,9.99,1104.0,7297.439999999993,57.0,520.4300000000003,465.4900000000003,44.979999999999976,1675.3900000000008,-6777.009999999993,-92.86832094542743,0.051630434782608696,0.07131679054572573
12546,JIM BEAM BRANDS COMPANY,8673,7.87,750.0,9.99,924.0,7271.879999999988,113.0,1241.8700000000006,791.2800000000004,89.02999999999997,123880.96999999999,-6030.0099999999875,-82.92229794771086,0.12229437229437229,0.17077702052289126
3960,DIAGEO NORTH AMERICA INC,3486,9.84,375.0,12.99,739.0,7271.759999999997,96.0,1247.0400000000006,1117.1400000000006,37.52000000000003,257032.07000000007,-6024.719999999996,-82.85091917224989,0.12990527740189445,0.17149080827750107
1128,BROWN-FORMAN CORP,1295,2.89,100.0,3.99,2516.0,7271.239999999999,125.0,498.7500000000003,231.4200000000002,13.009999999999998,68601.68000000001,-6772.489999999999,-93.14078479048965,0.049682034976152624,0.0685921520951035
3960,DIAGEO NORTH AMERICA INC,2438,54.26,1750.0,69.99,134.0,7270.840000000003,10.0,729.9,729.9,18.400000000000002,257032.07000000007,-6540.940000000003,-89.96126994955192,0.07462686567164178,0.10038730050448087
12546,JIM BEAM BRANDS COMPANY,2161,15.26,750.0,19.99,476.0,7263.759999999998,42.0,880.5800000000003,733.6500000000002,33.13999999999998,123880.96999999999,-6383.1799999999985,-87.87707743647918,0.08823529411764706,0.12122922563520827
12546,JIM BEAM BRANDS COMPANY,5539,8.39,750.0,12.99,865.0,7257.350000000005,165.0,2119.35,1475.8500000000008,130.00000000000017,123880.96999999999,-5138.0000000000055,-70.79719181243846,0.1907514450867052,0.2920280818756155
1392,CONSTELLATION BRANDS INC,2830,10.44,750.0,15.99,695.0,7255.8,22.0,307.78000000000003,251.82000000000005,17.339999999999996,79528.99,-6948.02,-95.75815209901045,0.031654676258992806,0.04241847900989554
4425,MARTIGNETTI COMPANIES,14363,13.51,750.0,20.99,537.0,7254.869999999996,43.0,902.5700000000002,587.7200000000001,4.7600000000000025,144929.24,-6352.299999999996,-87.55911546313027,0.08007448789571694,0.12440884536869726
4425,MARTIGNETTI COMPANIES,24907,6.89,750.0,10.99,1052.0,7248.280000000006,120.0,1546.8000000000006,933.2900000000005,13.300000000000002,144929.24,-5701.480000000005,-78.6597647993731,0.11406844106463879,0.21340235200626897
12546,JIM BEAM BRANDS COMPANY,4438,7.35,750.0,9.99,984.0,7232.399999999993,143.0,1428.5700000000008,939.0600000000006,112.62000000000012,123880.96999999999,-5803.829999999993,-80.24763563962168,0.14532520325203252,0.19752364360378327
3960,DIAGEO NORTH AMERICA INC,3736,8.2,750.0,10.99,881.0,7224.199999999992,116.0,1290.8400000000008,1060.0500000000006,91.48000000000008,257032.07000000007,-5933.359999999991,-82.13172392790894,0.13166855845629966,0.1786827607209106
1392,CONSTELLATION BRANDS INC,6599,5.78,750.0,12.99,1249.0,7219.219999999989,218.0,2831.8199999999965,1415.9100000000008,24.259999999999966,79528.99,-4387.399999999992,-60.773878618465695,0.1745396317053643,0.392261213815343
9744,FREDERICK WILDMAN & SONS,19175,7.38,750.0,11.99,976.0,7202.880000000004,42.0,503.58000000000015,395.6700000000002,4.6400000000000015,3999.9299999999994,-6699.300000000004,-93.00862988138078,0.0430327868852459,0.06991370118619218
9625,WESTERN SPIRITS BEVERAGE CO,2514,11.41,750.0,14.99,631.0,7199.710000000002,45.0,674.5500000000002,554.6300000000002,35.48999999999999,1933.1899999999996,-6525.160000000002,-90.63087263236991,0.07131537242472266,0.09369127367630085
3252,E & J GALLO WINERY,7374,6.86,750.0,8.99,1048.0,7189.28,166.0,1652.340000000001,983.0100000000007,130.75000000000017,61966.909999999996,-5536.939999999999,-77.01661362473014,0.15839694656488548,0.22983386375269863
6785,PALM BAY INTERNATIONAL INC,38131,6.84,1500.0,9.99,1050.0,7181.9999999999945,192.0,1922.0800000000013,1082.9200000000008,42.93999999999998,13605.409999999998,-5259.919999999993,-73.23753829016982,0.18285714285714286,0.2676246170983017
8892,TRINCHERO FAMILY ESTATES,6876,3.97,187.0,5.99,1806.0,7169.819999999993,284.0,1701.160000000002,994.3400000000013,8.270000000000001,11595.970000000003,-5468.659999999992,-76.2733234586084,0.15725359911406422,0.23726676541391603
11567,CAMPARI AMERICA,3794,27.77,750.0,36.99,258.0,7164.659999999999,45.0,1781.5500000000002,1624.5900000000001,35.509999999999984,20964.809999999998,-5383.109999999999,-75.13420036680037,0.1744186046511628,0.24865799633199628
3960,DIAGEO NORTH AMERICA INC,3690,22.39,750.0,29.99,319.0,7142.410000000002,26.0,769.7400000000001,769.7400000000001,20.53999999999999,257032.07000000007,-6372.670000000002,-89.2229653576314,0.08150470219435736,0.10777034642368612
9165,ULTRA BEVERAGE COMPANY LLP,41940,14.28,750.0,22.99,500.0,7140.0,88.0,1850.1200000000003,568.7300000000001,9.839999999999998,68054.70000000003,-5289.879999999999,-74.08795518207282,0.176,0.25912044817927177
3960,DIAGEO NORTH AMERICA INC,3498,14.72,750.0,19.99,483.0,7109.760000000001,29.0,613.7100000000002,468.78000000000014,22.859999999999992,257032.07000000007,-6496.050000000001,-91.36806305698083,0.060041407867494824,0.08631936943019175
3960,DIAGEO NORTH AMERICA INC,3104,8.72,750.0,12.99,814.0,7098.080000000006,114.0,1444.8600000000008,1141.1000000000006,89.8600000000001,257032.07000000007,-5653.220000000006,-79.64435452967564,0.14004914004914004,0.20355645470324363
8352,LUXCO INC,1692,13.4,750.0,19.99,529.0,7088.600000000002,75.0,1484.2500000000005,1248.8700000000003,59.16999999999996,10261.599999999997,-5604.350000000002,-79.06145078012584,0.14177693761814744,0.20938549219874164
10754,PERFECTA WINES,19329,29.52,750.0,48.99,240.0,7084.799999999997,0.0,0.0,0.0,0.0,28720.52,-7084.799999999997,-100.0,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,24686,5.51,750.0,7.99,1283.0,7069.329999999995,134.0,1070.6600000000005,439.45000000000033,14.989999999999995,68054.70000000003,-5998.669999999995,-84.85485894702892,0.1044427123928293,0.15145141052971092
6213,MHW LTD,8658,24.28,750.0,33.99,291.0,7065.4800000000005,34.0,1217.66,1145.68,26.839999999999982,9621.580000000002,-5847.820000000001,-82.76606826429345,0.11683848797250859,0.17233931735706562
4692,KOBRAND CORPORATION,21033,26.89,750.0,41.99,262.0,7045.180000000003,22.0,874.7800000000001,834.7900000000001,2.420000000000001,9139.38,-6170.400000000003,-87.58328389054645,0.08396946564885496,0.12416716109453552
8112,MOET HENNESSY USA INC,1023,35.93,750.0,45.99,196.0,7042.28,50.0,2599.4999999999986,1247.76,39.38999999999999,48347.26,-4442.780000000001,-63.08723879198216,0.25510204081632654,0.3691276120801784
3252,E & J GALLO WINERY,5480,7.85,750.0,10.99,897.0,7041.449999999996,167.0,1835.3300000000013,1373.750000000001,131.63000000000017,61966.909999999996,-5206.119999999995,-73.93534002229651,0.18617614269788182,0.26064659977703486
12546,JIM BEAM BRANDS COMPANY,3984,32.3,750.0,44.99,218.0,7041.400000000002,22.0,980.7800000000001,980.7800000000001,17.379999999999992,123880.96999999999,-6060.620000000003,-86.07123583378306,0.10091743119266056,0.13928764166216942
17035,PERNOD RICARD USA,5334,17.82,750.0,22.99,395.0,7038.900000000003,61.0,1516.3900000000003,1193.5200000000002,48.089999999999975,123780.21999999997,-5522.510000000003,-78.45700322493572,0.15443037974683543,0.2154299677506428
4425,MARTIGNETTI COMPANIES,37984,7.58,750.0,10.99,928.0,7034.2400000000025,79.0,871.2100000000004,585.4700000000003,8.730000000000004,144929.24,-6163.0300000000025,-87.61472454735694,0.08512931034482758,0.12385275452643073
9165,ULTRA BEVERAGE COMPANY LLP,34996,11.4,1500.0,16.99,617.0,7033.799999999994,71.0,1206.2900000000004,662.6100000000002,15.870000000000005,68054.70000000003,-5827.509999999993,-82.85009525434329,0.11507293354943274,0.17149904745656708
8892,TRINCHERO FAMILY ESTATES,21985,6.59,750.0,10.99,1067.0,7031.529999999992,297.0,3499.8299999999936,1929.6400000000017,32.97999999999994,11595.970000000003,-3531.699999999998,-50.226622086516045,0.27835051546391754,0.49773377913483946
12546,JIM BEAM BRANDS COMPANY,8619,4.4,375.0,6.99,1598.0,7031.2000000000035,277.0,1659.230000000002,1168.0500000000015,108.58000000000015,123880.96999999999,-5371.970000000001,-76.40189441347135,0.17334167709637047,0.23598105586528634
3960,DIAGEO NORTH AMERICA INC,2862,27.68,750.0,35.99,254.0,7030.719999999998,21.0,755.7900000000001,683.8100000000001,16.569999999999993,257032.07000000007,-6274.9299999999985,-89.25017636884985,0.08267716535433071,0.10749823631150156
480,BACARDI USA INC,3437,13.84,750.0,19.99,507.0,7016.879999999998,54.0,971.4600000000004,935.4800000000004,42.639999999999965,89286.26999999999,-6045.419999999998,-86.15538529944932,0.10650887573964497,0.1384461470055068
3960,DIAGEO NORTH AMERICA INC,3579,8.88,375.0,11.99,790.0,7015.200000000009,151.0,1817.4900000000002,606.5000000000003,59.300000000000004,257032.07000000007,-5197.710000000008,-74.09211426616493,0.1911392405063291,0.25907885733835073
9552,M S WALKER INC,38457,4.59,750.0,6.79,1526.0,7004.339999999993,177.0,1744.230000000001,781.2000000000005,19.72999999999999,55551.819999999985,-5260.1099999999915,-75.09786789333465,0.11598951507208388,0.24902132106665334
7245,PROXIMO SPIRITS INC.,8323,11.9,750.0,14.99,588.0,6997.199999999996,47.0,786.5300000000003,669.6000000000003,37.06999999999998,38994.78000000001,-6210.6699999999955,-88.75936088721201,0.07993197278911565,0.11240639112787983
9165,ULTRA BEVERAGE COMPANY LLP,3764,20.76,375.0,28.99,337.0,6996.119999999998,23.0,662.7700000000001,604.7900000000001,8.979999999999999,68054.70000000003,-6333.349999999998,-90.52660617599469,0.06824925816023739,0.09473393824005309
9815,WINE GROUP INC,6523,10.06,5000.0,14.99,695.0,6991.699999999979,143.0,2151.5700000000006,1594.9400000000007,107.25,27100.409999999996,-4840.129999999978,-69.22679748845049,0.20575539568345325,0.3077320251154951
4425,MARTIGNETTI COMPANIES,12994,8.16,750.0,12.99,856.0,6984.960000000005,149.0,1792.510000000001,830.3100000000005,16.619999999999994,144929.24,-5192.4500000000035,-74.337576736302,0.17406542056074767,0.25662423263698
1128,BROWN-FORMAN CORP,1867,2.15,50.0,2.99,3248.0,6983.200000000001,423.0,1264.7700000000018,523.2500000000011,21.790000000000045,68601.68000000001,-5718.4299999999985,-81.88838927712222,0.13023399014778325,0.18111610722877788
9625,WESTERN SPIRITS BEVERAGE CO,2838,35.43,750.0,45.99,197.0,6979.709999999996,14.0,629.86,584.87,11.049999999999997,1933.1899999999996,-6349.849999999997,-90.97584283587713,0.07106598984771574,0.0902415716412287
3924,HEAVEN HILL DISTILLERIES,3244,4.32,750.0,5.79,1615.0,6976.80000000001,411.0,2396.6899999999923,1396.8099999999954,323.6099999999996,14069.869999999995,-4580.110000000018,-65.64771815158828,0.2544891640866873,0.3435228184841172
10754,PERFECTA WINES,13638,8.27,750.0,11.99,843.0,6971.609999999992,74.0,1027.2600000000004,551.6000000000003,8.260000000000003,28720.52,-5944.349999999992,-85.26509658457657,0.08778173190984578,0.14734903415423434
3960,DIAGEO NORTH AMERICA INC,3783,1.5,50.0,1.99,4644.0,6966.0,625.0,1243.7500000000027,366.16000000000093,32.60000000000007,257032.07000000007,-5722.249999999997,-82.14542061441283,0.13458225667527993,0.17854579385587177
3960,DIAGEO NORTH AMERICA INC,3836,7.91,750.0,10.99,879.0,6952.890000000005,174.0,1932.2600000000011,1306.8200000000008,137.13000000000005,257032.07000000007,-5020.630000000004,-72.20925399366307,0.19795221843003413,0.2779074600633693
17035,PERNOD RICARD USA,16179,34.24,750.0,49.99,203.0,6950.719999999995,0.0,0.0,0.0,0.0,123780.21999999997,-6950.719999999995,-100.0,0.0,0.0
17035,PERNOD RICARD USA,3462,13.07,750.0,16.99,531.0,6940.170000000003,69.0,1241.3100000000004,1007.4400000000004,54.39999999999997,123780.21999999997,-5698.860000000002,-82.11412688738172,0.12994350282485875,0.17885873112618278
1128,BROWN-FORMAN CORP,809,13.13,1000.0,17.99,527.0,6919.510000000007,77.0,1539.2300000000005,939.5300000000003,80.84999999999994,68601.68000000001,-5380.280000000006,-77.75521677112977,0.1461100569259962,0.22244783228870238
3960,DIAGEO NORTH AMERICA INC,2795,18.74,750.0,25.99,369.0,6915.060000000001,25.0,637.7500000000001,585.7700000000001,19.72999999999999,257032.07000000007,-6277.310000000001,-90.7773757566818,0.06775067750677506,0.09222624243318207
516,BANFI PRODUCTS CORP,10874,7.53,750.0,10.99,918.0,6912.5399999999945,161.0,1769.3900000000008,692.3700000000003,18.009999999999994,8510.410000000002,-5143.149999999994,-74.403186093679,0.17538126361655773,0.2559681390632101
17035,PERNOD RICARD USA,3890,12.59,750.0,16.99,549.0,6911.909999999999,79.0,1421.2100000000005,1025.4300000000003,62.25999999999997,123780.21999999997,-5490.699999999999,-79.43824500029658,0.14389799635701275,0.20561754999703422
4692,KOBRAND CORPORATION,20419,12.82,750.0,19.49,539.0,6909.980000000003,70.0,1364.3000000000002,799.0900000000003,7.760000000000005,9139.38,-5545.680000000003,-80.25609336061756,0.12987012987012986,0.19743906639382452
11567,CAMPARI AMERICA,3921,17.9,750.0,26.99,385.0,6891.499999999994,48.0,1286.5200000000002,1124.5800000000002,37.86999999999998,20964.809999999998,-5604.979999999993,-81.33178553290283,0.12467532467532468,0.1866821446709717
